DBNO,TRANSNO,Facility NAME,DATETIMEIN,WEIGHTNETT,ITEM GROUP NAME,ITEM NAME,INNOUTUT,ITEM QTY,Volume m3,Density factor (t/m3),kg per item,tot tonnes,Disposal Facility
3,59404,Koonwarra Transfer Station,2017-09-17 11:53:49,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59405,Koonwarra Transfer Station,2017-09-17 11:59:59,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
3,59410,Koonwarra Transfer Station,2017-09-17 12:40:46,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59411,Koonwarra Transfer Station,2017-09-17 13:04:39,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59452,Koonwarra Transfer Station,2017-09-18 14:49:13,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59454,Koonwarra Transfer Station,2017-09-18 15:01:29,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59457,Koonwarra Transfer Station,2017-09-18 15:31:52,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59462,Koonwarra Transfer Station,2017-09-19 09:01:09,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59468,Koonwarra Transfer Station,2017-09-19 10:53:26,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59469,Koonwarra Transfer Station,2017-09-19 10:55:11,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59484,Koonwarra Transfer Station,2017-09-19 13:43:09,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59489,Koonwarra Transfer Station,2017-09-19 14:55:54,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59502,Koonwarra Transfer Station,2017-09-20 09:06:02,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59510,Koonwarra Transfer Station,2017-09-20 09:50:29,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59513,Koonwarra Transfer Station,2017-09-20 10:20:14,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
3,59517,Koonwarra Transfer Station,2017-09-20 11:09:35,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59519,Koonwarra Transfer Station,2017-09-20 11:23:16,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59520,Koonwarra Transfer Station,2017-09-20 11:24:38,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59531,Koonwarra Transfer Station,2017-09-20 14:21:08,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59562,Koonwarra Transfer Station,2017-09-21 13:13:06,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59566,Koonwarra Transfer Station,2017-09-21 14:03:25,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59568,Koonwarra Transfer Station,2017-09-21 14:20:27,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59574,Koonwarra Transfer Station,2017-09-22 08:11:09,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59581,Koonwarra Transfer Station,2017-09-22 09:43:41,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59593,Koonwarra Transfer Station,2017-09-22 13:34:28,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59595,Koonwarra Transfer Station,2017-09-22 13:44:18,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59599,Koonwarra Transfer Station,2017-09-22 15:04:51,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59601,Koonwarra Transfer Station,2017-09-22 15:12:52,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59605,Koonwarra Transfer Station,2017-09-23 09:54:46,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59606,Koonwarra Transfer Station,2017-09-23 09:56:18,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59609,Koonwarra Transfer Station,2017-09-23 10:12:06,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59610,Koonwarra Transfer Station,2017-09-23 10:15:30,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59616,Koonwarra Transfer Station,2017-09-23 10:48:45,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59617,Koonwarra Transfer Station,2017-09-23 10:52:57,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59619,Koonwarra Transfer Station,2017-09-23 11:27:45,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59623,Koonwarra Transfer Station,2017-09-23 11:58:39,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59639,Koonwarra Transfer Station,2017-09-23 14:13:39,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59643,Koonwarra Transfer Station,2017-09-23 15:32:27,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59649,Koonwarra Transfer Station,2017-09-24 10:12:49,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59651,Koonwarra Transfer Station,2017-09-24 10:22:10,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59657,Koonwarra Transfer Station,2017-09-24 11:05:00,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59661,Koonwarra Transfer Station,2017-09-24 11:27:58,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59663,Koonwarra Transfer Station,2017-09-24 11:58:10,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59664,Koonwarra Transfer Station,2017-09-24 12:03:30,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59668,Koonwarra Transfer Station,2017-09-24 12:38:33,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59670,Koonwarra Transfer Station,2017-09-24 12:55:54,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59673,Koonwarra Transfer Station,2017-09-24 13:26:47,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59676,Koonwarra Transfer Station,2017-09-24 13:55:53,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59681,Koonwarra Transfer Station,2017-09-24 14:31:36,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59683,Koonwarra Transfer Station,2017-09-24 15:06:18,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59685,Koonwarra Transfer Station,2017-09-24 15:33:26,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59688,Koonwarra Transfer Station,2017-09-24 15:53:05,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59695,Koonwarra Transfer Station,2017-09-25 10:27:14,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59696,Koonwarra Transfer Station,2017-09-25 10:39:09,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59704,Koonwarra Transfer Station,2017-09-25 11:42:43,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59711,Koonwarra Transfer Station,2017-09-25 13:46:09,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59713,Koonwarra Transfer Station,2017-09-25 14:19:56,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59715,Koonwarra Transfer Station,2017-09-25 14:46:33,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59723,Koonwarra Transfer Station,2017-09-26 08:37:58,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
3,59729,Koonwarra Transfer Station,2017-09-26 09:47:04,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59735,Koonwarra Transfer Station,2017-09-26 10:23:04,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59751,Koonwarra Transfer Station,2017-09-26 14:56:42,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
3,59753,Koonwarra Transfer Station,2017-09-26 15:26:37,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59762,Koonwarra Transfer Station,2017-09-27 09:23:01,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59769,Koonwarra Transfer Station,2017-09-27 10:30:31,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59775,Koonwarra Transfer Station,2017-09-27 11:31:38,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59776,Koonwarra Transfer Station,2017-09-27 12:37:27,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59779,Koonwarra Transfer Station,2017-09-27 14:07:43,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59785,Koonwarra Transfer Station,2017-09-27 15:32:54,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59786,Koonwarra Transfer Station,2017-09-27 15:36:55,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59787,Koonwarra Transfer Station,2017-09-27 15:50:39,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59795,Koonwarra Transfer Station,2017-09-28 09:31:13,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
3,59802,Koonwarra Transfer Station,2017-09-28 10:58:57,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59804,Koonwarra Transfer Station,2017-09-28 11:12:54,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59813,Koonwarra Transfer Station,2017-09-28 13:38:36,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59817,Koonwarra Transfer Station,2017-09-28 14:03:34,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
3,59818,Koonwarra Transfer Station,2017-09-28 14:10:20,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59825,Koonwarra Transfer Station,2017-09-28 15:27:54,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59833,Koonwarra Transfer Station,2017-09-29 08:09:50,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59841,Koonwarra Transfer Station,2017-09-29 10:45:31,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59847,Koonwarra Transfer Station,2017-09-29 11:52:11,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59863,Koonwarra Transfer Station,2017-09-29 15:08:53,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59865,Koonwarra Transfer Station,2017-09-29 15:37:52,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
3,59875,Koonwarra Transfer Station,2017-09-30 10:37:04,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
3,59878,Koonwarra Transfer Station,2017-09-30 11:37:20,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
4,33307,Korumburra Transfer Station,2017-09-01 11:42:03,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33330,Korumburra Transfer Station,2017-09-02 13:38:16,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
4,33338,Korumburra Transfer Station,2017-09-02 14:14:36,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33354,Korumburra Transfer Station,2017-09-03 11:58:47,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
4,33361,Korumburra Transfer Station,2017-09-03 12:53:08,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33364,Korumburra Transfer Station,2017-09-03 13:46:56,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33370,Korumburra Transfer Station,2017-09-03 15:16:21,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33373,Korumburra Transfer Station,2017-09-03 15:35:38,0.0,Domestic Waste,03) MGB Bin 240 L,IN,4,0.24,0.13,,0.1248,
4,33391,Korumburra Transfer Station,2017-09-04 15:08:21,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33398,Korumburra Transfer Station,2017-09-05 10:13:01,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33422,Korumburra Transfer Station,2017-09-07 13:37:17,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33423,Korumburra Transfer Station,2017-09-07 13:37:54,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33424,Korumburra Transfer Station,2017-09-07 13:59:15,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
4,33437,Korumburra Transfer Station,2017-09-07 15:41:22,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33443,Korumburra Transfer Station,2017-09-08 10:02:39,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33451,Korumburra Transfer Station,2017-09-08 11:05:51,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33456,Korumburra Transfer Station,2017-09-08 11:44:33,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33462,Korumburra Transfer Station,2017-09-09 12:08:45,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33470,Korumburra Transfer Station,2017-09-09 12:57:01,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33483,Korumburra Transfer Station,2017-09-09 14:28:47,0.0,Domestic Waste,03) MGB Bin 240 L,IN,3,0.24,0.13,,0.0936,
4,33489,Korumburra Transfer Station,2017-09-09 15:38:47,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
4,33491,Korumburra Transfer Station,2017-09-09 15:50:40,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
4,33492,Korumburra Transfer Station,2017-09-10 11:58:33,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33496,Korumburra Transfer Station,2017-09-10 12:47:26,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33504,Korumburra Transfer Station,2017-09-10 13:42:57,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33511,Korumburra Transfer Station,2017-09-10 14:01:13,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33519,Korumburra Transfer Station,2017-09-10 14:37:51,0.0,Domestic Waste,03) MGB Bin 240 L,IN,3,0.24,0.13,,0.0936,
4,33526,Korumburra Transfer Station,2017-09-10 15:50:41,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
4,33528,Korumburra Transfer Station,2017-09-11 12:49:21,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33530,Korumburra Transfer Station,2017-09-11 12:51:46,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33534,Korumburra Transfer Station,2017-09-11 13:08:59,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33536,Korumburra Transfer Station,2017-09-11 13:28:36,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33540,Korumburra Transfer Station,2017-09-11 13:43:46,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33551,Korumburra Transfer Station,2017-09-11 15:03:38,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33567,Korumburra Transfer Station,2017-09-14 13:14:58,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33569,Korumburra Transfer Station,2017-09-14 13:20:00,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33572,Korumburra Transfer Station,2017-09-14 13:40:56,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33584,Korumburra Transfer Station,2017-09-15 10:25:03,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33590,Korumburra Transfer Station,2017-09-15 11:12:03,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33594,Korumburra Transfer Station,2017-09-15 11:28:15,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33595,Korumburra Transfer Station,2017-09-15 11:32:53,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33609,Korumburra Transfer Station,2017-09-16 13:36:42,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
4,33618,Korumburra Transfer Station,2017-09-16 14:40:01,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33649,Korumburra Transfer Station,2017-09-17 13:25:27,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33657,Korumburra Transfer Station,2017-09-17 14:13:54,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33665,Korumburra Transfer Station,2017-09-17 14:59:35,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33678,Korumburra Transfer Station,2017-09-18 13:08:00,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33689,Korumburra Transfer Station,2017-09-18 14:11:33,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33691,Korumburra Transfer Station,2017-09-18 14:41:43,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33696,Korumburra Transfer Station,2017-09-19 09:16:56,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33706,Korumburra Transfer Station,2017-09-19 11:05:52,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33707,Korumburra Transfer Station,2017-09-19 11:07:17,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33716,Korumburra Transfer Station,2017-09-21 13:15:51,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33729,Korumburra Transfer Station,2017-09-21 13:30:43,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33749,Korumburra Transfer Station,2017-09-22 10:35:54,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33750,Korumburra Transfer Station,2017-09-22 10:37:31,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33776,Korumburra Transfer Station,2017-09-23 12:49:06,0.0,Domestic Waste,03) MGB Bin 240 L,IN,3,0.24,0.13,,0.0936,
4,33778,Korumburra Transfer Station,2017-09-23 12:52:25,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
4,33787,Korumburra Transfer Station,2017-09-23 13:50:08,0.0,Domestic Waste,03) MGB Bin 240 L,IN,4,0.24,0.13,,0.1248,
4,33789,Korumburra Transfer Station,2017-09-23 13:54:39,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33796,Korumburra Transfer Station,2017-09-23 14:38:35,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
4,33800,Korumburra Transfer Station,2017-09-23 14:58:20,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33813,Korumburra Transfer Station,2017-09-24 12:10:13,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33818,Korumburra Transfer Station,2017-09-24 12:24:51,0.0,Domestic Waste,03) MGB Bin 240 L,IN,3,0.24,0.13,,0.0936,
4,33824,Korumburra Transfer Station,2017-09-24 12:57:07,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33825,Korumburra Transfer Station,2017-09-24 12:58:48,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33833,Korumburra Transfer Station,2017-09-24 13:32:49,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33854,Korumburra Transfer Station,2017-09-24 15:02:36,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33866,Korumburra Transfer Station,2017-09-25 13:01:56,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33880,Korumburra Transfer Station,2017-09-26 09:21:37,0.0,Domestic Waste,03) MGB Bin 240 L,IN,3,0.24,0.13,,0.0936,
4,33899,Korumburra Transfer Station,2017-09-26 11:43:39,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33900,Korumburra Transfer Station,2017-09-28 12:58:59,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33906,Korumburra Transfer Station,2017-09-28 13:07:30,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33908,Korumburra Transfer Station,2017-09-28 13:15:39,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33929,Korumburra Transfer Station,2017-09-28 14:50:16,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33940,Korumburra Transfer Station,2017-09-29 09:05:19,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33944,Korumburra Transfer Station,2017-09-29 09:58:30,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
4,33945,Korumburra Transfer Station,2017-09-29 10:00:24,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33950,Korumburra Transfer Station,2017-09-29 10:25:30,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33953,Korumburra Transfer Station,2017-09-29 10:48:12,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33985,Korumburra Transfer Station,2017-09-30 13:52:58,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33986,Korumburra Transfer Station,2017-09-30 13:56:54,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33987,Korumburra Transfer Station,2017-09-30 14:11:59,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
4,33988,Korumburra Transfer Station,2017-09-30 15:15:28,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
5,29129,Mirboo North Transfer Station,2017-09-01 13:05:39,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
5,29132,Mirboo North Transfer Station,2017-09-01 13:16:16,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
5,29137,Mirboo North Transfer Station,2017-09-01 13:28:40,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
5,29144,Mirboo North Transfer Station,2017-09-01 14:36:10,0.0,Domestic Waste,03) MGB Bin 240 L,IN,3,0.24,0.13,,0.0936,
5,29146,Mirboo North Transfer Station,2017-09-01 14:53:56,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
5,29148,Mirboo North Transfer Station,2017-09-01 15:40:45,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
5,29155,Mirboo North Transfer Station,2017-09-03 10:03:16,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
5,29157,Mirboo North Transfer Station,2017-09-03 10:10:31,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
5,29160,Mirboo North Transfer Station,2017-09-03 10:31:48,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
5,29161,Mirboo North Transfer Station,2017-09-03 10:34:07,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
5,29167,Mirboo North Transfer Station,2017-09-03 12:11:24,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
5,29170,Mirboo North Transfer Station,2017-09-03 12:32:24,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
5,29176,Mirboo North Transfer Station,2017-09-03 14:12:52,0.0,Domestic Waste,03) MGB Bin 240 L,IN,2,0.24,0.13,,0.0624,
5,29178,Mirboo North Transfer Station,2017-09-03 15:04:22,0.0,Domestic Waste,03) MGB Bin 240 L,IN,1,0.24,0.13,,0.0312,
